,Flag,Company,Ticker,Unnamed: 3,Activist_Group,Start_Date,Hostility_End_Date,Start_Year,Start_Month,Start_Day,Stake_End_Date,Objectives,Hp_Return,Market_Cap_At_Start,Stake_At_Start,Start_Link,News_Search,Start_Date_And_Time,Current_Ticker,First_Affected_Date,Hostility_End_Date.1,End_Year,End_Month,End_Day,Sector,Industry_Name,Outcome,Region_Exchange,Country_Exchange,Country_Incorporation,State_Incorporation,Proxy_Fight_Boolean,Campaign_Status,Activist_Tier,Stake_Value_At_Start,One_Day_Return,One_Year_Return,Follower_Return,Annualized_Hp_Return
436,225134646,Zoetis Inc,ZTS US,ZTS,Sachem Head Capital Management LP (Group: Sachem Head Capital Management LP and Pershing Square Capital Management LP),12/11/2014,2/4/2015,2014,3,21,12/05/2016 0:00,1: Cost Cutting,7.005888,21917921500.0,9.2,DOCV /ID 0001193125-14-407714,NI COMPANY:ZTS@US 'Sachem Head',Start: 2014-11-12. UTC: 2014-11-12T11:53:34.000Z,ZTS US Equity,12/11/2014 0:00,2/4/2015,2015.0,4.0,2.0,Health Care,Biotech & Pharma,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,2016448778.0,-2.470265,2.587749,9.716169,4.622005
438,225134646,Imation Corp,IMATION,#N/A Invalid Security,Spear Point Capital Partners LLC,7/11/2014,5/6/2017,2014,3,24,06/05/2017 0:00,7: Strategic Review; Break Up; Other (Sell the company's corporate headquarter); Return Capital/Buybacks; Sale of Company; Management Changes; Other (Board compensation cuts of 40 to 80 percent),-83.51351,126894800.0,2.0,NSN NEO7HHAIH8N6,NI COMPANY:GLAE@US 'Spear Point',Start: 2014-11-07. UTC: 2014-11-07T13:15:17.400Z,GLAE US Equity,07/11/2014 0:00,5/6/2017,2017.0,6.0,5.0,Financials,Asset Management,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,2537896.0,1.351351,-23.98649,-83.73333,-51.433627
441,225134646,CDK Global Inc,CDK 7 1/4 06/15/29,CDK,Sachem Head Capital Management LP,27/10/2014 0:00,7/22/2016,2014,4,14,22/07/2016 0:00,Discussions only,98.02771,4774283000.0,7.88,DOCV /ID 0001193125-14-383208,NI COMPANY:CDK@US 'Sachem Head',Start: 2014-10-27. UTC: 2014-10-27T20:02:50.000Z,CDK US Equity,28/10/2014 0:00,7/22/2016,2016.0,22.0,7.0,Technology,Software,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,376213500.4,10.84256,71.349,78.65674,48.285235
445,225134646,Pennsylvania Real Estate Investment Trust,PRETQ US,PRET,Land & Buildings Investment Management LLC,20/10/2014 0:00,8/14/2015,2014,4,22,14/08/2015 0:00,4: Break Up; Realize NAV; Sale of Company; Strategic Review,12.66237,1335623600.0,0.83,NSN NDQUS0MEQTXY,NI COMPANY:PRETQ@US 'Land & Buildings',Start: 2014-10-20. UTC: 2014-10-20T13:00:00.407Z,PRETQ US Equity,20/10/2014 0:00,8/14/2015,2015.0,14.0,8.0,Real Estate,REIT,Success,North America,United States,UNITED STATES OF AMERICA,PA,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,11085675.88,3.964985,16.66788,8.365686,12.66237
446,225134646,Hertz Global Holdings Inc,HTZ US,#N/A Review,JANA Partners LLC,20/10/2014 0:00,12/3/2015,2014,4,22,03/12/2015 0:00,2: Board Representation; Return Capital/Buybacks,-26.70961,9034448900.0,7.0,DOCV /ID 0000902664-14-004120,NI COMPANY:HTZGQ@US 'JANA',Start: 2014-10-20. UTC: 2014-10-20T12:55:43.000Z,HTZGQ US Equity,20/10/2014 0:00,12/3/2015,2015.0,3.0,12.0,Consumer Discretionary,Retail - Discretionary,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,632411423.0,5.996036,-3.369673,-30.85554,-24.21815
448,225134646,Family Dollar Stores Inc,FDO US,#N/A Review,Elliott Investment Management LP,17/10/2014 0:00,7/6/2015,2014,4,24,06/07/2015 0:00,4: Board Control; Oppose Merger (Target); Sale of Company; Strategic Review,3.412791,8747917300.0,4.9,NSN NDLUGCMEQTXE,NI COMPANY:FDO@US 'Elliott',Start: 2014-10-17. UTC: 2014-10-17T20:05:00.118Z,FDO US Equity,20/10/2014 0:00,7/6/2015,2015.0,6.0,7.0,Consumer Staples,Retail - Consumer Staples,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Core Activist,428647947.7,-0.013026,3.412791,3.426264,3.412791
456,225134646,Civeo Corp,CIVEO,#N/A Invalid Security,Greenlight Capital Inc,9/10/2014,5/15/2015,2014,5,12,15/05/2015 0:00,3: Management Changes; Return Capital/Buybacks; Other (Other Capital Structure),-64.07947,1308092800.0,9.99,DOCV /ID 0000929638-14-000799,NI COMPANY:CVEO@US 'Greenlight',Start: 2014-10-09. UTC: 2014-10-09T20:55:27.000Z,CVEO US Equity,10/10/2014 0:00,5/15/2015,2015.0,15.0,5.0,Energy,Oil & Gas Services & Equip,Partial Success,North America,United States,CANADA,BC,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,130678470.7,1.631321,-82.1636,-64.65604,-64.07947
458,225134646,Aviat Networks Inc,AVNW US,AVNW,Lone Star Value Management LLC,6/10/2014,1/12/2015,2014,5,14,13/05/2016 0:00,2: Board Control; Strategic Review,-63.48315,110626600.0,2.41,NSN ND127OMEQTXC,NI COMPANY:AVNW@US 'Lone Star',Start: 2014-10-06. UTC: 2014-10-06T14:43:00.123Z,AVNW US Equity,06/10/2014 0:00,1/12/2015,2015.0,12.0,1.0,Technology,Technology Hardware,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Former Core,2666101.06,-1.123595,-36.51685,-63.06818,-46.663349
467,225134646,Allergan Inc/United States,1284849D US,AGN,Pentwater Capital Management LP,25/09/2014 0:00,3/16/2015,2014,5,27,16/03/2015 0:00,2: Sale of Company; Strategic Review,37.4245,51971504200.0,1.31,NSN NCHKE33RXUKG,NI COMPANY:1284849D@US 'Pentwater Capital',Start: 2014-09-25. UTC: 2014-09-26T02:03:39.792Z,1284849D US Equity,26/09/2014 0:00,3/16/2015,2015.0,16.0,3.0,Health Care,Biotech & Pharma,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,680826705.0,1.784081,37.4245,35.01571,37.4245
479,225134646,USA Truck Inc,USAK US,USAK,ADW Capital Management LLC,25/08/2014 0:00,8/25/2015,2014,6,11,25/08/2015 0:00,3: Break Up; Sale of Company; Strategic Review,-1.767956,190629700.0,3.0,NSN NAVJ2Q0WGOLO,NI COMPANY:USAK@US 'ADW',Start: 2014-08-25. UTC: 2014-08-25T18:00:01.000Z,USAK US Equity,25/08/2014 0:00,8/25/2015,2015.0,25.0,8.0,Industrials,Transportation & Logistics,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,5718891.0,3.425414,-1.767956,-5.021368,-1.767956
486,225134646,Hertz Global Holdings Inc,HTZ US,#N/A Review,Icahn Enterprises LP,20/08/2014 0:00,9/11/2014,2014,6,24,27/05/2020 0:00,Discussions only,-98.79795,14129197600.0,8.48,DOCV /ID 0000928464-14-000095,NI COMPANY:HTZGQ@US 'Icahn',Start: 2014-08-20. UTC: 2014-08-20T19:39:38.000Z,HTZGQ US Equity,20/08/2014 0:00,9/11/2014,2014.0,11.0,9.0,Consumer Discretionary,Retail - Discretionary,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,1198155956.0,-3.897338,-42.39544,-98.7492,-53.507706
490,225134646,LNB Bancorp Inc,LNBB US,#N/A Review,PL Capital Advisors LLC,11/8/2014,8/14/2015,2014,6,30,14/08/2015 0:00,2: Sale of Company; Strategic Review,55.45655,121198800.0,5.2,DOCV /ID 0000897069-14-000353,NI COMPANY:LNBB@US 'PL Capital',Start: 2014-08-11. UTC: 2014-08-11T20:29:57.000Z,LNBB US Equity,12/08/2014 0:00,8/14/2015,2015.0,14.0,8.0,Financials,Banking,Success,North America,United States,UNITED STATES OF AMERICA,OH,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,6302337.6,1.116427,49.03936,53.74015,55.083229
495,225134646,Aviat Networks Inc,AVNW US,AVNW,Steel Partners Holdings LP,25/07/2014 0:00,,2014,7,15,03/02/2021 0:00,Stake Only 13D: 3 Board Seats Granted,167.8174,76444200.0,5.2,DOCV /ID 0001437749-14-013283,NI COMPANY:AVNW@US 'Steel Partners',Start: 2014-07-25. UTC: 2014-07-25T10:02:35.000Z,AVNW US Equity,25/07/2014 0:00,,,,,Technology,Technology Hardware,Not Applicable,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,3975098.4,9.756098,-7.317073,144.0114,16.27233
498,225134646,Jamba Inc,JMBA US,#N/A Review,Engaged Capital LLC,23/07/2014 0:00,1/13/2015,2014,7,21,13/09/2018 0:00,1: Cost Cutting,4.666131,213711900.0,7.0,DOCV /ID 0000921895-14-001600,NI COMPANY:JMBA@US 'Engaged',Start: 2014-07-23. UTC: 2014-07-23T21:26:02.000Z,JMBA US Equity,24/07/2014 0:00,1/13/2015,2015.0,13.0,1.0,Consumer Discretionary,Leisure Facilities & Services,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,14959833.0,1.206758,22.36525,3.418124,1.107006
505,225134646,Oplink Communications Inc,OPLK US,#N/A Field Not Applicable,Voce Capital Management LLC (Group: Engaged Capital LLC and Voce Capital Management LLC),14/07/2014 0:00,11/21/2014,2014,7,28,21/11/2014 0:00,5: Strategic Review; Sale of Company; Break Up; Return Capital/Buybacks; Board Representation,44.57994,310503400.0,6.2,DOCV /ID 0001415889-14-002129,NI COMPANY:OPLK@US 'Voce',Start: 2014-07-14. UTC: 2014-07-14T12:31:20.000Z,OPLK US Equity,14/07/2014 0:00,11/21/2014,2014.0,21.0,11.0,Technology,Technology Hardware,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Core Activist,19251210.8,1.966627,45.11897,41.79143,44.57994
506,225134646,Oplink Communications Inc,OPLK US,#N/A Field Not Applicable,Engaged Capital LLC (Group: Engaged Capital LLC and Voce Capital Management LLC),14/07/2014 0:00,11/21/2014,2014,8,1,21/11/2014 0:00,5: Strategic Review; Sale of Company; Break Up; Return Capital/Buybacks; Board Representation,44.57994,310503400.0,6.2,DOCV /ID 0001415889-14-002129,NI COMPANY:OPLK@US 'Engaged',Start: 2014-07-14. UTC: 2014-07-14T12:31:20.000Z,OPLK US Equity,14/07/2014 0:00,11/21/2014,2014.0,21.0,11.0,Technology,Technology Hardware,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Core Activist,19251210.8,1.966627,45.11897,41.79143,44.57994
510,225134646,Bank of New York Mellon Corp/The,BANK OF NEW YORK MELLON,#N/A Invalid Security,Trian Fund Management LP,30/06/2014 0:00,12/2/2014,2014,8,14,14/11/2017 0:00,Discussions only,47.03638,42741177200.0,2.5,NSN N8021K6JIJV6,NI COMPANY:BK@US 'Trian',Start: 2014-06-30. UTC: 2014-06-30T20:53:44.814Z,BK US Equity,01/07/2014 0:00,12/2/2014,2014.0,2.0,12.0,Financials,Institutional Financial Svcs,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,1068529430.0,1.120598,14.53707,45.40696,12.099149
512,225134646,Manitowoc Co Inc/The,MTW US,MTW,Relational Investors LLC,26/06/2014 0:00,2/11/2015,2014,8,18,11/02/2015 0:00,3: Break Up; Strategic Review; Return Capital/Buybacks,-28.91748,4015696600.0,8.52,DOCV /ID 0001104659-14-048756,NI COMPANY:MTW@US 'Relational',Start: 2014-06-26. UTC: 2014-06-26T21:27:10.000Z,MTW US Equity,27/06/2014 0:00,2/11/2015,2015.0,11.0,2.0,Industrials,Machinery,Success,North America,United States,UNITED STATES OF AMERICA,WI,No Proxy Fight,Closed - Activist Stake Sold,Former Core,342137350.3,10.8381,-32.16079,-35.86815,-28.91748
514,225134646,Noble Romans Inc,NROM US,#N/A Review,Privet Fund Management LLC,23/06/2014 0:00,5/27/2016,2014,8,21,27/05/2016 0:00,3: Board Representation; Sale of Company; Strategic Review,-67.1875,31681700.0,7.2,DOCV /ID 0001571049-14-002545,NI COMPANY:NROM@US 'Privet',Start: 2014-06-23. UTC: 2014-06-23T21:17:49.000Z,NROM US Equity,24/06/2014 0:00,5/27/2016,2016.0,27.0,5.0,Consumer Discretionary,Leisure Facilities & Services,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,IN,Proxy Fight,Closed - Activist Stake Sold,Former Core,2281082.4,0.625,25.0,-67.3913,-43.930593
518,225134646,Metro Bancorp Inc,USMT 4.8 01/30/25,USMT,Clover Partners LP,13/06/2014 0:00,2/12/2016,2014,8,22,12/02/2016 0:00,2: Strategic Review; Sale of Company,28.00378,315345900.0,,NSN N74J20MEQTXC,NI COMPANY:METR@US 'Clover',Start: 2014-06-13. UTC: 2014-06-13T20:18:00.094Z,METR US Equity,16/06/2014 0:00,2/12/2016,2016.0,12.0,2.0,Financials,Banking,Success,North America,United States,UNITED STATES OF AMERICA,PA,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,,-0.67446,16.26502,28.87297,16.032964
521,225134646,Civeo Corp,CIVEO,#N/A Invalid Security,JANA Partners LLC,9/6/2014,10/23/2014,2014,9,2,31/12/2014 0:00,1: Real Estate Separation,-81.78622,2436348200.0,11.5,DOCV /ID 0000902664-14-002757,NI COMPANY:CVEO@US 'JANA',Start: 2014-06-09. UTC: 2014-06-09T20:31:34.000Z,CVEO US Equity,10/06/2014 0:00,10/23/2014,2014.0,23.0,10.0,Energy,Oil & Gas Services & Equip,Success,North America,United States,CANADA,BC,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,280180043.0,3.005226,-84.00201,-82.31761,-81.78622
525,225134646,Family Dollar Stores Inc,FDO US,#N/A Review,Icahn Enterprises LP,6/6/2014,7/30/2014,2014,9,11,30/07/2014 0:00,3: Strategic Review; Sale of Company; Board Representation,24.73312,6889840500.0,9.39,DOCV /ID 0000928464-14-000058,NI COMPANY:FDO@US 'Icahn',Start: 2014-06-06. UTC: 2014-06-06T20:59:24.000Z,FDO US Equity,09/06/2014 0:00,7/30/2014,2014.0,30.0,7.0,Consumer Staples,Retail - Consumer Staples,Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,646956023.0,13.36527,30.40691,10.02763,24.73312
526,225134646,Metro Bancorp Inc,USMT 4.8 01/30/25,USMT,Basswood Capital Management LLC,4/6/2014,8/6/2015,2014,9,11,06/08/2015 0:00,2: Sale of Company; Strategic Review,46.97702,296487600.0,9.78,DOCV /ID 0000899140-14-000502,NI COMPANY:METR@US 'Basswood',Start: 2014-06-04. UTC: 2014-06-04T10:00:56.000Z,METR US Equity,04/06/2014 0:00,8/6/2015,2015.0,6.0,8.0,Financials,Banking,Success,North America,United States,UNITED STATES OF AMERICA,PA,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,28996487.28,3.778097,23.27553,41.62624,38.877198
543,225134646,Pennsylvania Real Estate Investment Trust,PRETQ US,PRET,Carlson Capital LP,12/5/2014,,2014,10,9,12/12/2014 0:00,Stake Only 13D: No Public Activism,33.91518,1203662200.0,6.9,DOCV /ID 0000902664-14-002424,NI COMPANY:PRETQ@US 'Carlson',Start: 2014-05-12. UTC: 2014-05-12T21:07:37.000Z,PRETQ US Equity,13/05/2014 0:00,,,,,Real Estate,REIT,Not Applicable,North America,United States,UNITED STATES OF AMERICA,PA,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,83052691.8,0.742433,32.29435,32.92828,33.91518
546,225134646,USA Truck Inc,USAK US,USAK,Baker Street Capital Management LLC and Stone House Capital Management LLC,6/5/2014,5/23/2014,2014,10,14,22/05/2015 0:00,3: Board Representation; Strategic Review; Sale of Company,40.42042,175126300.0,28.0,DOCV /ID 0000921895-14-001003,NI COMPANY:USAK@US 'Baker Street',Start: 2014-05-06. UTC: 2014-05-06T10:01:11.000Z,USAK US Equity,06/05/2014 0:00,5/23/2014,2014.0,23.0,5.0,Industrials,Transportation & Logistics,Partial Success,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,49035364.0,2.582582,45.46547,36.88525,38.43279
555,225134646,Allergan Inc/United States,1284849D US,AGN,Pershing Square Capital Management LP and Valeant Pharmaceuticals International Inc,21/04/2014 0:00,11/17/2014,2014,10,21,16/03/2015 0:00,5: Acquire Company; Board Control; Remove Poison Pill; Sale of Company; Strategic Review,69.35159,42473474900.0,9.7,DOCV /ID 0001193125-14-150906,NI COMPANY:1284849D@US 'Pershing Square',Start: 2014-04-21. UTC: 2014-04-21T20:56:27.000Z,1284849D US Equity,22/04/2014 0:00,11/17/2014,2014.0,17.0,11.0,Health Care,Biotech & Pharma,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Core Activist,4119927065.0,15.24648,69.35159,46.9473,69.35159
560,225134646,Gas Natural Inc,56035DGT,#N/A Field Not Applicable,JCP Investment Management LLC,28/03/2014 0:00,4/30/2014,2014,10,30,30/04/2014 0:00,1: Board Representation,9.596687,104412300.0,5.0,DOCV /ID 0000921895-14-000668,NI COMPANY:EGAS@US 'JCP',Start: 2014-03-28. UTC: 2014-03-28T14:03:09.000Z,EGAS US Equity,28/03/2014 0:00,4/30/2014,2014.0,30.0,4.0,Utilities,Gas & Water Utilities,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,OH,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,5220615.0,0.0,5.055349,9.596687,9.596687
561,225134646,Metro Bancorp Inc,USMT 4.8 01/30/25,USMT,PL Capital Advisors LLC,24/03/2014 0:00,5/15/2015,2014,11,7,12/02/2016 0:00,4: Board Representation; Remove Poison Pill; Sale of Company; Strategic Review,38.19437,291747900.0,5.2,DOCV /ID 0000897069-14-000196,NI COMPANY:METR@US 'PL Capital',Start: 2014-03-24. UTC: 2014-03-24T21:18:20.000Z,METR US Equity,25/03/2014 0:00,5/15/2015,2015.0,15.0,5.0,Financials,Banking,Success,North America,United States,UNITED STATES OF AMERICA,PA,Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,15170890.8,0.873786,31.28032,36.9973,18.693031
570,225134646,ALCO Stores Inc,ALCO Stores Inc,,Global Value Investment Corp,6/3/2014,9/3/2015,2014,11,20,03/09/2015 0:00,2: Board Control; Support 3rd Party Activist,-99.95283,34536500.0,3.5,NSN N217XO3MMTC0,NI COMPANY:ALCSQ@US 'GVI',Start: 2014-03-06. UTC: 2014-03-06T20:37:00.873Z,ALCSQ US Equity,06/03/2014 0:00,9/3/2015,2015.0,3.0,9.0,Consumer Staples,Retail - Consumer Staples,Partial Success,North America,United States,UNITED STATES OF AMERICA,KS,Proxy Fight,Closed - Activist Stake Sold,Secondary Focus,1208777.5,-3.207547,-99.81957,-99.95126,-99.402481
578,225134646,ALCO Stores Inc,ALCO Stores Inc,,VI Capital Management and LLC and Milwaukee Private Wealth Management Inc,18/02/2014 0:00,8/29/2014,2014,12,2,03/09/2015 0:00,1: Board Control,-99.95117,33364000.0,4.63,NSN N171I0MEQTXO,NI COMPANY:ALCSQ@US 'David W',Start: 2014-02-18. UTC: 2014-02-18T13:30:01.122Z,ALCSQ US Equity,18/02/2014 0:00,8/29/2014,2014.0,29.0,8.0,Consumer Staples,Retail - Consumer Staples,Success,North America,United States,UNITED STATES OF AMERICA,KS,Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,1544753.2,3.709671,-99.4629,-99.95292,-99.293009
580,225134646,LNB Bancorp Inc,LNBB US,#N/A Review,Ancora Advisors LLC,13/02/2014 0:00,,2014,12,3,14/08/2015 0:00,Stake Only 13D: No Public Activism,76.25395,107182600.0,6.59,DOCV /ID 0001162044-14-000184,NI COMPANY:LNBB@US 'Ancora',Start: 2014-02-13. UTC: 2014-02-13T14:51:57.000Z,LNBB US Equity,13/02/2014 0:00,,,,,Financials,Banking,Not Applicable,North America,United States,UNITED STATES OF AMERICA,OH,No Proxy Fight,Closed - Activist Stake Sold,Core Activist,7063333.34,-0.541516,60.79839,77.21359,45.962928
594,225134646,Stewart Information Services Corp,STEWART INFORMATION SERVICES,#N/A Invalid Security,Engine Capital Management LLC (Group: Foundation Asset Management LLC and Engine Capital Management LLC),21/01/2014 0:00,2/13/2014,2014,12,22,14/02/2014 0:00,5: Board Representation; Sale of Company; Support 3rd Party Activist; Strategic Review; Management Changes,5.419162,751434900.0,8.0,DOCV /ID 0001521536-14-000040,NI COMPANY:STC@US 'Engine Capital',Start: 2014-01-21. UTC: 2014-01-21T14:56:02.000Z,STC US Equity,21/01/2014 0:00,2/13/2014,2014.0,13.0,2.0,Financials,Specialty Finance,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Core Activist,57309160.0,2.874252,6.766635,2.473807,5.419162
595,225134646,Stewart Information Services Corp,STEWART INFORMATION SERVICES,#N/A Invalid Security,Foundation Asset Management LLC (Group: Foundation Asset Management LLC and Engine Capital Management LLC),21/01/2014 0:00,10/18/2016,2014,12,23,09/12/2016 0:00,5: Board Representation; Sale of Company; Support 3rd Party Activist; Strategic Review; Management Changes,39.81231,751434900.0,8.0,DOCV /ID 0001521536-14-000040,NI COMPANY:STC@US 'Foundation',Start: 2014-01-21. UTC: 2014-01-21T14:56:02.000Z,STC US Equity,21/01/2014 0:00,10/18/2016,2016.0,18.0,10.0,Financials,Specialty Finance,Success,North America,United States,UNITED STATES OF AMERICA,DE,Proxy Fight,Closed - Activist Stake Sold,Occasional Activist,57309160.0,2.874252,6.766635,35.90603,12.31822
603,225134646,Darden Restaurants Inc,DRI US,DRI,Starboard Value LP,22/12/2013 0:00,10/10/2014,2015,1,9,24/05/2016 0:00,4: Break Up; Strategic Review; Oppose Other Transaction (Oppose Break Up); Board Control,57.91776,6670733600.0,5.6,NSN MY8I8F6TTDSA,NI COMPANY:DRI@US 'Starboard',Start: 2013-12-22. UTC: 2013-12-23T00:48:15.700Z,DRI US Equity,23/12/2013 0:00,10/10/2014,2014.0,10.0,10.0,Consumer Discretionary,Leisure Facilities & Services,Success,North America,United States,UNITED STATES OF AMERICA,FL,Proxy Fight,Closed - Activist Stake Sold,Core Activist,373561081.6,6.380897,19.74792,48.4456,20.788094
604,225134646,Hologic Inc,HOLX US,HOLX,Relational Investors LLC,20/12/2013 0:00,10/3/2014,2015,1,14,03/10/2014 0:00,1: Break Up,9.79255,6122181000.0,7.3,DOCV /ID 0001104659-13-091632,NI COMPANY:HOLX@US 'Relational',Start: 2013-12-20. UTC: 2013-12-20T22:23:44.000Z,HOLX US Equity,23/12/2013 0:00,10/3/2014,2014.0,3.0,10.0,Health Care,Medical Equipment & Devices,Unsuccessful,North America,United States,UNITED STATES OF AMERICA,DE,No Proxy Fight,Closed - Activist Stake Sold,Former Core,446919213.0,0.557662,19.51818,9.183674,9.79255
